machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-201658,Pump,Process-B,Evening,Minimal,86.69,1.6779,7.835,7484.18,103.37,86.046,1,1
M-201659,Motor,Process-A,Day,Enhanced,66.854,1.5144,7.019,8780.77,44.41,63.174,0,0
M-201660,Pump,Process-A,Day,Standard,62.813,3.7806,6.723,9452.24,175.8,51.243,3,1
M-201661,Pump,Process-B,Day,Standard,55.918,0.8181,7.226,6211.07,6.86,69.702,1,0
M-201662,Compressor,Process-B,Night,Standard,69.393,2.7502,7.491,7676.11,27.77,64.575,1,1
M-201663,Compressor,,Evening,Standard,69.794,2.4745,6.767,3562.09,54.12,,2,0
M-201664,,Process-B,Night,Standard,62.133,1.4546,6.92,2183.92,166.46,95.826,4,1
M-201665,Pump,Process-A,Day,Enhanced,54.94,3.6888,5.629,6987.0,109.35,74.569,,0
M-201666,Compressor,Packaging,Day,Enhanced,65.331,1.432,4.935,723.18,159.19,84.577,,0
M-201667,Compressor,Process-B,Day,Standard,,1.2653,6.232,5503.96,55.26,67.506,2,0
M-201668,Pump,Process-B,Day,Standard,61.254,5.4335,6.911,2598.35,50.97,85.558,0,1
M-201669,Pump,Process-A,Day,Minimal,76.894,,4.925,4896.92,121.32,,0,0
M-201670,Motor,Process-A,Night,Minimal,68.403,1.7556,6.611,3278.07,135.3,53.914,1,0
M-201671,Pump,Process-A,Night,Standard,72.952,1.1109,4.247,1485.83,130.24,78.422,3,1
M-201672,Fan,Utilities,Night,Standard,69.574,2.43,6.047,4455.85,145.75,83.789,,1
M-201673,Motor,Process-B,Day,Standard,47.357,1.1201,5.951,3518.93,51.87,51.196,3,0
M-201674,Pump,Process-B,Day,Standard,53.329,2.7137,6.183,8360.18,85.58,46.032,1,0
M-201675,Motor,Process-B,Day,Enhanced,,1.9867,8.091,5249.85,65.84,75.048,0,0
M-201676,Pump,Process-B,Day,Standard,68.918,1.5894,3.871,2480.42,127.46,77.328,1,0
M-201677,Pump,Storage,Evening,Standard,75.982,1.5453,5.894,5619.57,53.63,76.264,1,0
M-201678,Motor,,Evening,Enhanced,80.257,1.7049,,7674.79,183.24,64.6,2,0
M-201679,Motor,Process-A,Day,Standard,66.699,0.7688,4.245,4682.98,183.95,59.593,3,0
M-201680,Motor,Process-A,Day,Enhanced,72.627,1.9481,,4855.69,102.39,62.2,3,0
M-201681,Pump,Process-A,Night,Standard,69.38,1.844,4.947,7509.53,128.97,69.949,2,0
M-201682,Motor,Packaging,Evening,Minimal,51.972,,3.494,3652.0,50.3,69.015,1,0
M-201683,Fan,Process-A,Day,Standard,59.468,1.2864,6.122,1569.69,72.42,74.968,1,0
M-201684,Motor,Process-A,Evening,Minimal,61.633,2.342,6.319,2979.84,71.65,78.096,2,0
M-201685,Pump,Process-A,Night,Standard,60.543,3.3116,6.658,4113.94,103.03,75.85,3,1
M-201686,Pump,Process-A,Day,,65.327,3.9304,5.397,4935.9,129.65,62.214,5,0
M-201687,Fan,Process-A,Night,Enhanced,59.664,1.8194,6.894,5604.39,108.03,82.776,2,0
M-201688,Fan,Packaging,Evening,Enhanced,72.024,5.1787,8.52,2938.4,37.05,75.396,0,0
M-201689,Motor,Packaging,Evening,Standard,59.301,2.0512,6.677,5093.24,40.55,77.461,0,0
M-201690,Fan,Packaging,Night,Standard,77.793,1.4435,8.944,3345.73,39.89,72.969,2,0
M-201691,Pump,Packaging,Day,Enhanced,62.021,0.7375,6.658,8062.39,62.74,52.31,2,0
M-201692,Pump,Packaging,Evening,Standard,73.959,1.1216,5.682,11548.67,204.0,79.886,2,0
M-201693,Pump,Process-B,Evening,Enhanced,60.987,1.0794,5.839,6453.49,15.88,76.615,0,0
M-201694,Fan,Process-A,Day,Minimal,63.93,,6.079,5336.3,85.25,76.701,1,0
M-201695,Motor,Packaging,Night,Enhanced,71.102,0.9664,5.164,3999.78,52.84,77.483,3,0
M-201696,Pump,Process-A,Day,Standard,87.933,0.7422,6.733,9771.69,82.45,66.12,,0
M-201697,Pump,Process-B,Day,Minimal,,2.1547,6.419,3574.11,25.49,81.812,0,0
M-201698,Compressor,Process-A,Day,Standard,70.787,1.6726,4.485,,,67.462,,0
M-201699,Pump,Utilities,Night,Enhanced,78.424,1.7374,7.755,4009.46,7.25,,2,0
M-201700,Pump,Packaging,Night,Enhanced,95.966,1.626,6.269,1971.63,89.52,62.818,0,0
M-201701,Compressor,Process-B,Night,Standard,70.017,1.378,9.003,2005.04,53.34,78.195,0,0
M-201702,Motor,Process-B,Evening,Standard,92.298,2.4504,5.266,10054.34,231.88,101.775,3,1
M-201703,Motor,Process-B,Evening,Minimal,57.436,4.0958,6.048,7805.66,106.58,77.916,2,0
M-201704,Motor,Process-A,,,65.721,0.9565,5.567,2256.54,58.39,64.553,2,0
M-201705,Motor,Packaging,Night,Minimal,79.144,2.0856,5.939,5709.04,139.96,57.341,3,1
M-201706,Motor,Utilities,Day,Standard,84.061,1.6999,7.269,4599.97,95.15,71.413,0,0
M-201707,Compressor,Process-B,Night,Standard,,3.4016,4.89,1508.94,42.74,83.634,,1
M-201708,Pump,Process-B,Evening,Standard,60.266,,5.736,1530.57,152.9,56.179,2,0
M-201709,Pump,Process-A,Evening,,74.348,1.1888,5.888,4905.57,31.35,74.994,1,0
M-201710,Compressor,Process-B,Night,Standard,50.749,1.4974,,2750.63,51.59,71.276,1,0
M-201711,Pump,Process-A,Day,Enhanced,65.409,0.7029,7.389,1699.1,35.91,73.581,4,0
M-201712,Motor,Packaging,Day,Enhanced,59.816,2.4512,4.849,11218.82,100.39,92.732,0,0
M-201713,Motor,Process-A,Night,Minimal,83.426,1.9506,8.869,,106.96,84.999,,1
M-201714,Motor,Process-B,Day,Standard,83.218,1.0994,5.652,3694.69,117.04,,2,0
M-201715,Compressor,Storage,Day,Standard,77.583,0.8999,4.082,3516.52,75.62,70.592,2,0
M-201716,Motor,Process-A,Night,Standard,64.176,1.2388,7.308,1323.42,63.87,48.172,2,0
M-201717,Pump,Process-B,Day,Standard,62.319,2.6368,5.149,3787.45,67.03,86.098,2,1
M-201718,Pump,Process-A,Day,Minimal,63.959,2.7308,6.056,760.73,6.28,81.312,1,0
M-201719,Motor,Utilities,Night,Standard,75.888,1.8917,5.001,3381.95,106.2,109.435,0,0
M-201720,Compressor,Process-A,Day,Standard,66.197,1.8496,6.124,7428.44,81.08,68.818,2,0
M-201721,Pump,Utilities,,Standard,,0.9477,6.419,9694.54,91.18,72.368,2,1
M-201722,Compressor,Packaging,Night,Standard,71.929,0.8951,5.415,3612.85,29.64,74.851,2,0
M-201723,Pump,,Day,Standard,,2.1337,7.358,5534.34,241.91,69.373,1,1
M-201724,Fan,Storage,Evening,Enhanced,55.892,1.3544,,3141.31,27.11,90.123,1,0
M-201725,Pump,Process-B,Day,Standard,63.252,1.8445,3.898,,111.46,59.72,1,0
M-201726,Pump,,Day,Minimal,53.71,1.5717,5.542,3026.72,20.03,54.511,2,0
M-201727,Motor,,Day,Standard,66.447,1.5096,8.374,4151.02,187.44,105.489,0,0
M-201728,Motor,Process-A,Day,Standard,64.17,1.9931,8.567,13181.25,19.3,85.382,2,0
M-201729,Compressor,Process-B,Evening,Standard,62.768,0.6971,4.467,4719.19,55.86,65.76,2,0
M-201730,Motor,Utilities,Evening,Minimal,80.418,1.5838,7.82,5552.01,97.44,80.2,1,0
M-201731,Compressor,Packaging,Day,Standard,50.064,2.0202,9.9,4683.23,24.86,49.728,0,0
M-201732,Pump,Process-A,Day,Standard,69.044,1.3288,7.633,3388.76,98.92,91.806,2,0
M-201733,Fan,Storage,Night,Standard,70.653,,9.562,12880.0,23.01,55.173,3,0
M-201734,Pump,Utilities,Day,Standard,84.471,2.3361,6.2,2598.11,20.59,74.995,4,1
M-201735,Fan,Packaging,Evening,Standard,93.039,1.858,6.101,15964.11,55.8,62.87,2,0
M-201736,Motor,Utilities,,Minimal,62.025,1.6713,6.297,1493.93,103.65,58.117,1,0
M-201737,Motor,Packaging,Day,,66.657,1.4682,7.195,5135.83,115.96,69.96,1,0
M-201738,Fan,Process-B,Day,Enhanced,63.495,,7.633,2507.87,52.1,85.597,1,0
M-201739,Motor,Utilities,Evening,Standard,67.268,2.0206,7.067,7559.24,89.35,69.97,1,0
M-201740,Motor,Process-A,Night,Standard,75.324,1.5114,8.031,4258.46,55.08,63.757,1,0
M-201741,Motor,Packaging,Day,Standard,51.07,1.3506,6.331,4768.94,39.33,81.702,0,0
M-201742,,Process-B,Evening,Standard,47.691,1.3752,7.983,4540.3,43.06,50.941,0,0
M-201743,Motor,Process-A,Night,Standard,50.614,1.2198,7.015,5032.27,117.01,54.347,5,0
M-201744,Motor,Storage,Evening,Standard,64.082,0.9004,7.561,5018.43,135.15,104.059,2,0
M-201745,Pump,Process-A,Day,Standard,82.699,4.877,7.253,4841.72,,77.963,0,1
M-201746,Compressor,Packaging,Day,Standard,73.432,1.8823,6.457,5480.99,158.49,82.193,1,0
M-201747,Compressor,Process-A,Day,Standard,67.756,0.7059,5.723,6369.65,,61.57,1,0
M-201748,Motor,Process-A,,Standard,65.535,1.7602,9.622,4589.45,18.32,82.206,3,0
M-201749,Pump,Utilities,Day,Minimal,54.951,,5.068,13885.86,83.55,75.986,1,0
M-201750,,,Evening,Minimal,59.517,1.8516,6.892,3650.19,33.9,89.071,0,0
M-201751,Pump,Packaging,Evening,Standard,71.894,2.8046,4.41,3915.21,95.36,87.237,2,0
M-201752,Pump,Utilities,Day,Standard,,0.9041,7.016,6011.58,49.71,79.906,0,0
M-201753,Fan,Process-A,Night,Standard,62.76,,4.975,6430.82,179.6,60.544,1,0
M-201754,Pump,Process-B,Day,Standard,56.223,1.1327,4.676,6613.47,42.41,87.77,2,0
M-201755,Fan,Storage,Night,Standard,66.564,3.505,,3037.23,64.57,60.993,0,0
M-201756,Fan,Process-B,Day,Standard,69.772,2.936,9.493,,23.55,83.655,4,0
M-201757,Compressor,Process-A,Evening,Minimal,68.314,1.1958,6.712,402.34,14.46,71.574,1,0
M-201758,Fan,Utilities,Evening,Enhanced,73.807,2.2458,7.658,4077.73,32.27,94.502,1,0
M-201759,Motor,Process-B,Night,Standard,70.504,1.6036,4.831,2751.83,168.02,75.042,0,0
M-201760,Fan,Packaging,Evening,Standard,,2.4869,6.087,,,70.8,2,0
M-201761,Pump,,Day,Standard,67.864,,4.535,3892.27,29.06,71.038,2,0
M-201762,Compressor,Utilities,Night,Enhanced,69.817,3.6366,7.599,3891.15,95.59,57.28,3,0
M-201763,Compressor,Utilities,Day,Enhanced,82.961,,5.863,6888.24,19.9,66.23,1,0
M-201764,Fan,Utilities,Evening,Minimal,70.798,0.7871,7.505,6666.83,21.08,55.994,3,0
M-201765,Fan,Packaging,Evening,Enhanced,60.643,2.0364,6.938,5755.72,60.03,,3,0
M-201766,Fan,Storage,Evening,Standard,75.993,4.1344,7.409,5776.76,9.09,67.545,0,0
M-201767,Pump,Process-A,Day,Standard,65.033,0.9543,4.629,,88.54,41.746,2,0
M-201768,Motor,Process-B,Evening,Standard,62.693,2.668,5.255,7014.96,258.09,74.114,2,1
M-201769,Compressor,Utilities,Night,Minimal,65.122,3.9099,5.533,9395.57,18.21,90.757,2,1
M-201770,Fan,Packaging,,Enhanced,75.935,1.1632,3.883,4023.51,163.76,77.379,2,0
M-201771,Motor,Process-A,,Standard,73.966,1.835,3.295,4537.3,78.02,58.534,2,0
M-201772,Motor,Process-A,Night,Standard,66.653,1.6861,5.186,2041.1,91.94,58.854,1,0
M-201773,Fan,Utilities,Night,Minimal,,2.1123,7.619,4637.45,36.58,42.526,3,0
M-201774,Pump,Process-B,Evening,Standard,59.973,1.5352,5.372,6293.0,22.27,78.497,0,0
M-201775,Motor,Storage,Day,Minimal,72.723,3.1221,6.015,5754.04,87.64,73.516,2,0
M-201776,Pump,Packaging,Night,Enhanced,91.542,1.9175,7.318,2869.7,70.55,62.022,2,1
M-201777,,Packaging,Evening,Minimal,60.492,1.6809,7.069,5490.07,155.43,,0,0
M-201778,Compressor,Process-B,Day,,82.52,2.7261,8.438,1856.95,175.53,86.659,1,0
M-201779,Pump,Storage,Night,Standard,66.072,2.6831,4.897,12843.92,29.31,60.239,1,0
M-201780,,,Night,Standard,77.196,1.1575,4.718,1756.89,49.14,109.658,1,0
M-201781,Compressor,Process-B,Day,Enhanced,67.343,2.0968,5.206,6053.03,21.97,77.334,0,0
M-201782,Motor,Storage,Day,Standard,65.263,,9.739,4850.4,72.29,30.188,2,0
M-201783,Compressor,,Day,Minimal,69.236,1.4551,7.632,6526.44,120.94,53.757,1,0
M-201784,Motor,Process-A,,Standard,63.853,2.5654,6.345,2694.45,122.2,88.277,3,0
M-201785,Fan,Process-B,Day,Minimal,73.669,2.069,10.201,3425.3,104.22,67.527,4,1
M-201786,Pump,Process-B,Evening,Standard,54.867,2.6221,6.539,545.63,95.64,76.135,5,1
M-201787,Motor,Utilities,Day,Enhanced,74.469,2.4598,8.662,9556.29,123.8,,1,0
M-201788,Compressor,,Night,Standard,62.359,3.4783,7.146,4505.14,84.68,58.788,1,0
M-201789,Fan,,Day,Minimal,72.792,2.0263,4.29,7872.76,14.64,53.904,1,0
M-201790,Compressor,Packaging,Day,Standard,60.904,0.5914,6.297,14771.74,47.6,74.873,1,0
M-201791,Motor,Process-A,Evening,Standard,74.004,4.5077,7.501,3633.64,66.12,,1,0
M-201792,Compressor,Utilities,Day,Minimal,87.915,1.9534,7.077,4307.17,,75.436,1,0
M-201793,Pump,Process-B,Night,Standard,76.426,2.1077,7.624,4433.95,102.86,69.84,1,1
M-201794,Motor,Process-A,Day,Enhanced,62.986,2.0099,,1919.44,70.94,67.16,1,0
M-201795,Motor,Packaging,Day,Minimal,65.924,1.5736,8.207,4168.02,,79.437,3,0
M-201796,Pump,Utilities,Night,Standard,55.155,2.8868,4.74,2895.93,13.08,69.387,0,0
M-201797,Pump,Process-A,Night,Standard,63.81,1.9661,2.846,4862.7,204.09,80.031,1,0
M-201798,Fan,Process-A,Day,Standard,,,5.216,,41.39,82.985,1,0
M-201799,Motor,Process-B,Day,Standard,58.199,0.9789,6.732,6132.74,,66.882,0,0
M-201800,,Packaging,Night,,79.154,0.8587,4.858,4025.46,113.58,67.378,3,0
M-201801,Motor,Process-B,Day,Minimal,67.226,,4.858,3448.1,68.83,80.728,1,0
M-201802,Fan,Storage,Night,Standard,58.34,2.1782,7.483,4401.24,190.1,,4,0
M-201803,Compressor,Process-B,Day,Standard,70.613,1.7569,4.638,9088.53,111.74,98.331,3,0
M-201804,Motor,,Night,Minimal,81.178,1.6491,5.568,2081.89,62.04,71.004,4,0
M-201805,Pump,Utilities,,Standard,71.698,3.7394,3.894,2885.2,87.14,,1,0
M-201806,Motor,,Night,Minimal,65.556,1.4872,3.595,7255.0,37.13,69.658,1,0
M-201807,,Process-B,Day,Minimal,86.742,1.7223,,8656.86,260.04,70.54,0,1
M-201808,Motor,Process-A,Night,Standard,46.35,2.8572,3.428,1295.81,212.93,46.753,2,0
M-201809,Motor,Process-A,Day,Minimal,53.174,,5.752,4948.34,93.01,91.964,,0
M-201810,Pump,Process-A,Evening,Enhanced,70.902,1.8451,5.962,1807.24,186.14,89.813,2,1
M-201811,Compressor,Process-B,Day,Standard,66.48,1.4494,4.887,1333.32,47.98,99.259,2,0
M-201812,Motor,Utilities,Night,Standard,56.713,0.8417,5.386,8235.11,,60.614,2,0
M-201813,Fan,Process-B,Evening,Standard,74.436,1.2583,6.857,9738.98,34.09,57.072,3,0
M-201814,Motor,Packaging,Evening,Enhanced,64.426,2.8495,6.341,,236.96,85.212,2,0
M-201815,Motor,Process-B,Night,Enhanced,57.46,1.2377,,8883.87,39.92,103.836,0,0
M-201816,Pump,Storage,Evening,Enhanced,53.592,1.9906,8.659,831.39,23.75,81.816,2,0
M-201817,Fan,Process-A,Evening,Minimal,68.178,1.5,3.107,5049.55,20.05,96.819,1,1
M-201818,Motor,Process-B,Night,Enhanced,73.595,1.2607,4.924,8178.94,90.31,67.79,2,0
M-201819,Motor,Process-B,Day,Enhanced,75.91,0.8025,6.577,2313.76,136.89,57.604,2,0
M-201820,Motor,Utilities,Day,Standard,79.149,1.4241,7.096,10858.5,40.5,63.385,2,0
M-201821,Motor,Process-B,Night,Enhanced,62.9,,4.396,2997.59,36.58,90.905,0,0
M-201822,Pump,Packaging,Day,Standard,53.918,2.7038,7.438,750.17,167.25,56.208,1,0
M-201823,Pump,Process-A,Day,Standard,79.897,2.7067,7.402,5064.53,42.82,81.939,3,0
M-201824,Fan,Process-B,Night,Standard,55.429,1.4348,7.659,4110.35,116.9,65.825,1,0
M-201825,Pump,Process-A,Day,Standard,80.365,1.8591,7.254,6708.08,115.25,56.127,0,0
M-201826,Motor,Process-A,Night,Standard,49.049,1.6911,5.719,5935.55,,53.169,3,0
M-201827,Fan,Process-B,Day,Standard,64.128,1.2698,7.651,,23.53,,1,0
M-201828,Compressor,Packaging,Day,Standard,62.339,1.1631,7.537,1508.67,132.32,91.617,2,0
M-201829,Motor,Process-B,Day,Standard,71.589,1.7851,6.739,2912.2,52.59,51.96,,0
M-201830,Motor,Process-B,Evening,Enhanced,83.363,0.986,7.389,2193.76,117.64,61.366,3,1
M-201831,Fan,Packaging,Day,,66.049,0.8205,4.59,4191.54,146.79,72.675,5,0
M-201832,Pump,Packaging,Night,Standard,81.239,0.9798,4.171,10023.41,52.78,93.913,1,0
M-201833,Fan,Storage,Day,Enhanced,51.618,0.9527,6.945,3367.54,21.43,88.853,3,0
M-201834,Compressor,Packaging,Day,Minimal,54.473,2.4769,4.797,5402.25,53.28,68.921,1,0
M-201835,Motor,Process-B,Night,Enhanced,,1.7597,6.912,,32.4,58.634,3,0
M-201836,Motor,Packaging,Day,Enhanced,67.047,3.0869,8.524,5097.39,60.72,,1,0
M-201837,Motor,Utilities,Evening,Enhanced,56.818,2.488,,5960.83,172.3,71.27,3,0
M-201838,Motor,Packaging,Evening,Standard,42.951,1.8606,6.588,4778.82,137.64,79.093,0,0
M-201839,Pump,Process-B,Day,Enhanced,85.01,2.1482,9.48,471.31,187.4,64.472,0,0
M-201840,Motor,Process-A,Day,Minimal,75.956,2.1359,2.473,3477.92,198.61,20.7,1,1
M-201841,Motor,Packaging,Day,Standard,64.02,2.4985,8.01,8830.63,96.04,63.294,3,0
M-201842,Compressor,Packaging,Day,Standard,62.645,1.8998,6.744,3152.18,248.96,73.577,1,0
M-201843,Fan,Process-B,Evening,Enhanced,57.617,1.404,8.689,6830.31,171.66,61.874,3,1
M-201844,Pump,,Night,Standard,72.498,2.6778,5.926,1671.54,73.04,110.0,1,0
M-201845,Pump,Packaging,Evening,Standard,78.556,1.7471,7.315,,151.15,57.614,0,0
M-201846,Fan,Process-B,Day,Standard,61.385,2.6509,5.613,4891.93,145.68,80.398,0,0
M-201847,Fan,Utilities,Day,Minimal,82.058,2.1039,5.653,4330.91,38.77,59.511,4,0
M-201848,Motor,Packaging,Day,Enhanced,69.865,1.6263,,7218.95,,71.381,1,0
M-201849,Motor,Process-B,Day,Standard,50.065,2.0403,5.586,3128.53,1.0,67.381,1,0
M-201850,,Packaging,Day,Minimal,60.204,,4.74,4106.41,135.99,53.239,1,1
M-201851,Pump,,Evening,Standard,59.386,1.8944,2.995,1693.23,72.05,,,0
M-201852,Fan,Storage,Day,Standard,,1.4963,5.542,9700.0,62.32,55.397,2,0
M-201853,Pump,Utilities,,Standard,67.035,4.9327,5.77,,163.34,64.446,2,0
M-201854,Pump,Packaging,Evening,Standard,50.746,0.5467,,6352.95,116.73,54.036,2,0
M-201855,Pump,Process-B,Day,Standard,77.368,1.8523,8.154,1729.52,28.35,73.648,4,0
M-201856,Compressor,,Night,Standard,89.856,1.9858,6.198,11543.74,153.54,52.213,3,1
M-201857,Compressor,Process-B,Day,Minimal,60.521,1.4667,6.787,8494.78,,57.526,2,0
M-201858,Pump,Process-B,Night,Standard,60.161,2.5059,5.182,2639.59,13.37,98.643,,0
M-201859,Compressor,Packaging,Night,Standard,82.708,1.6928,7.106,1116.62,130.97,95.151,6,1
M-201860,Compressor,Packaging,Day,Minimal,84.233,1.0277,6.262,,29.61,56.793,3,1
M-201861,Motor,Process-B,Night,Enhanced,69.725,1.0226,5.548,6471.55,84.55,50.3,2,0
M-201862,,Packaging,Evening,Standard,68.412,0.9784,3.962,3475.21,104.64,107.581,2,0
M-201863,Pump,Storage,Evening,Enhanced,61.112,1.1696,7.006,1826.09,17.85,83.562,1,0
M-201864,Fan,Storage,Evening,Standard,56.561,,7.062,2993.55,79.1,56.635,1,0
M-201865,Compressor,Storage,Day,Minimal,63.09,2.6891,6.989,4440.76,296.31,69.37,1,0
M-201866,Motor,Storage,Night,Standard,71.965,1.0495,5.235,8180.66,49.72,67.217,1,0
M-201867,Motor,Utilities,Day,Standard,65.005,2.6264,5.131,4003.54,139.23,73.854,1,0
M-201868,Motor,Process-A,Day,Standard,54.686,1.0801,6.311,4359.68,,58.695,,0
M-201869,Pump,,Night,Standard,87.393,1.072,7.591,7387.0,60.58,34.488,2,0
M-201870,Fan,Utilities,Evening,Standard,,0.5375,4.456,4423.31,60.55,78.295,3,0
M-201871,Compressor,Utilities,Night,Enhanced,50.492,,5.668,3905.0,159.42,76.628,0,0
M-201872,,Process-B,Day,Standard,75.742,3.1948,7.743,5177.86,65.89,72.311,2,0
M-201873,Pump,Storage,Day,Standard,53.423,1.0178,,1973.91,39.69,66.474,3,0
M-201874,Motor,Process-A,Day,Standard,59.328,1.5086,7.711,890.27,99.73,60.268,0,0
M-201875,Compressor,Process-B,,Standard,83.794,0.9234,8.332,8242.97,54.08,60.631,2,0
M-201876,Compressor,Process-A,Day,Standard,85.067,2.0028,6.409,2577.46,31.18,48.692,1,0
M-201877,Motor,Process-B,Day,Standard,55.218,0.9835,7.5,5279.64,152.89,65.319,3,0
M-201878,Fan,Storage,Night,,69.551,1.7493,5.047,6791.27,49.04,83.675,3,1
M-201879,Compressor,Process-A,Day,Enhanced,74.186,1.7821,7.943,1886.15,34.72,68.784,2,0
M-201880,Motor,Process-A,Day,Enhanced,74.726,0.6726,6.631,3850.54,83.64,66.274,0,0
M-201881,Pump,Packaging,Day,Standard,66.689,0.8244,8.913,3048.52,135.41,87.16,1,0
M-201882,Compressor,Packaging,Evening,Standard,59.053,1.511,4.608,9280.38,49.45,76.32,2,0
M-201883,Fan,Storage,Day,Standard,68.771,0.7162,8.292,12066.23,42.99,59.389,0,0
M-201884,Pump,Process-A,Evening,Enhanced,64.86,1.2612,7.928,2076.47,9.46,91.322,0,0
M-201885,Pump,Utilities,Evening,Standard,74.431,3.5881,6.621,3041.93,189.52,86.348,1,1
M-201886,Pump,Packaging,Night,Minimal,72.71,2.4597,8.655,8716.98,72.81,93.209,2,1
M-201887,Motor,Process-B,Day,Enhanced,60.245,2.4164,7.9,2611.23,164.24,,0,0
M-201888,Fan,Storage,Day,Enhanced,,1.5252,6.012,,112.69,76.03,2,0
M-201889,Motor,Process-B,Day,Standard,76.029,2.3815,6.744,6057.76,214.11,88.862,1,1
M-201890,Motor,Utilities,Night,Standard,61.021,1.7217,5.586,7090.73,97.52,67.904,1,0
M-201891,Pump,Process-B,Evening,Standard,73.525,1.3466,4.653,5474.52,69.18,53.574,1,0
M-201892,Fan,Process-B,Day,Standard,82.286,1.3083,5.614,5399.41,76.1,74.074,3,0
M-201893,Compressor,Utilities,Night,Minimal,66.641,2.3794,,5238.33,134.11,,6,1
M-201894,Pump,Process-B,Day,Standard,63.114,0.9183,8.116,1489.75,64.8,68.542,1,0
M-201895,Fan,Storage,Night,Enhanced,78.088,0.7175,6.019,5076.42,149.35,75.307,3,0
M-201896,Compressor,Process-A,Evening,Enhanced,74.298,4.5985,8.003,2090.22,23.51,72.699,1,0
M-201897,Motor,Process-A,Day,Standard,74.569,1.5746,2.924,4813.75,25.5,70.007,3,0
M-201898,Motor,Utilities,Evening,Standard,88.147,2.252,6.515,5139.31,,81.055,1,0
M-201899,Compressor,Process-B,Night,Standard,60.411,3.9329,5.387,2314.56,35.73,53.639,2,0
M-201900,Pump,Process-B,Day,Enhanced,58.017,2.2873,5.297,4697.52,,70.233,1,0
M-201901,Pump,Process-B,Night,Enhanced,,5.0621,4.001,12719.22,125.73,78.917,2,1
M-201902,Motor,Process-A,Day,Minimal,67.691,1.503,,6316.69,46.11,77.392,3,0
M-201903,Pump,Process-B,Day,Standard,78.19,1.7209,4.345,,143.04,72.89,1,0
M-201904,Motor,Utilities,Day,Minimal,63.819,2.1344,4.41,11811.15,68.09,107.78,3,0
M-201905,Compressor,Utilities,Evening,Standard,72.693,2.7546,7.683,7376.13,81.88,69.494,2,0
M-201906,Motor,Process-A,Evening,Enhanced,57.139,2.1321,6.502,6984.07,103.7,66.072,0,0
M-201907,Motor,Process-B,Day,Enhanced,85.333,1.527,3.443,17067.83,,77.588,1,1
M-201908,Motor,Utilities,Evening,Enhanced,60.267,1.6293,4.519,7229.65,74.72,,0,0
M-201909,Fan,Process-B,Day,Standard,72.56,1.1615,7.727,6530.66,45.89,67.499,3,0
M-201910,Fan,Process-B,Night,Standard,84.132,2.8382,5.457,5904.33,95.33,76.471,4,1
M-201911,Pump,Process-B,Day,Standard,76.013,1.7889,7.551,6753.92,39.04,88.845,2,0
M-201912,Compressor,Process-A,Evening,Enhanced,79.954,1.1727,7.017,1796.16,74.09,73.522,2,0
M-201913,Pump,Process-B,Day,Minimal,53.298,1.5356,6.252,6180.94,218.69,46.484,2,0
M-201914,Compressor,Process-A,Night,Standard,76.757,,8.978,5419.63,101.26,67.323,0,0
M-201915,Fan,Packaging,Evening,Standard,68.762,0.7629,5.9,2771.43,88.39,73.952,2,0
M-201916,Compressor,Process-A,Day,Enhanced,81.358,1.8445,6.015,4770.02,223.5,99.509,1,1
M-201917,Motor,Packaging,Day,Enhanced,68.521,1.6417,6.156,5160.08,43.47,92.6,5,0
M-201918,Pump,,Day,Standard,58.445,2.1238,8.616,4413.56,40.92,85.096,1,0
M-201919,Pump,Process-A,Day,Standard,68.29,1.4166,6.628,9459.41,262.79,,1,1
M-201920,Pump,Process-A,Day,Standard,66.096,1.4395,4.854,2776.62,,87.777,0,0
M-201921,Fan,Utilities,Day,Standard,75.405,,6.339,13204.96,29.81,77.642,1,0
M-201922,Motor,Packaging,Day,Standard,57.479,1.1462,7.201,,32.09,90.669,2,0
M-201923,Motor,Process-B,Evening,Enhanced,70.036,1.7259,6.254,5164.99,89.17,84.317,1,0
M-201924,Fan,Process-A,Evening,Standard,51.167,2.052,7.934,13253.04,365.0,39.73,,0
M-201925,Compressor,Utilities,Night,Minimal,79.098,3.6369,,1354.68,61.82,86.863,1,0
M-201926,Pump,Packaging,Night,Standard,82.827,1.8894,7.256,4587.21,33.45,72.98,1,0
M-201927,Pump,Process-B,Evening,Minimal,,3.2103,4.909,8784.77,35.55,47.514,0,0
M-201928,,Process-B,Evening,Standard,62.411,2.1741,10.785,3756.62,121.0,39.888,2,0
M-201929,Fan,Utilities,Day,Enhanced,73.397,1.2187,3.65,11535.63,98.65,72.48,2,0
M-201930,Compressor,Utilities,,Standard,88.91,1.5415,,9379.29,116.86,74.048,1,1
M-201931,Compressor,Utilities,Day,Standard,62.712,1.8785,7.815,10833.02,,84.525,3,0
M-201932,Fan,Utilities,Night,Standard,68.246,2.1546,5.46,8430.58,60.72,77.835,1,0
M-201933,Motor,Utilities,Evening,Enhanced,80.13,1.0661,4.678,4056.2,3.9,97.251,0,0
M-201934,Fan,Process-B,Day,Minimal,60.37,2.6176,7.037,10874.13,213.51,76.485,4,1
M-201935,,Process-B,Night,Enhanced,77.315,3.0908,8.499,14271.03,34.52,72.413,0,0
